,word,meaning_jp,meaning_cn,example_jp,example_cn
566,机,1. 机、デスク,1. 桌子、办公桌,A: 新しい机を買いたいんだけど、どこで買える？B: 家具屋で買えるよ。,A: 我想买一张新桌子，哪里可以买到？B: 在家具店可以买到。
567,机,2. き、くすりぐい,2. 药片盒、药盒,A: このくすりぐいには、何の薬が入っているんだろう？B: 医者に聞いてみたらどう？,A: 这个药盒里是放了什么药呢？B: 问问医生怎么样？
568,机,2. き、くすりぐい,2. 药片盒、药盒,A: 頭痛がしてきたから、机の中にある薬を取ってきてくれない？B: ああ、この机の上にあるのかな。,A: 我头疼了，能帮我拿一下桌子里的药片盒吗？B: 嗯，是在这张桌子上吗。
569,杯,1. 飲み物を入れる容器,1. 装饮料的容器,A: お茶を入れる杯がない。B: あそこにあるよ。,A: 没有装茶叶的杯子。B: 在那边呢。
570,杯,2. 飲み物の量の単位,2.饮料量单位,A: ビールを1杯ください。B: かしこまりました。,A: 请给我一杯啤酒。B: 好的。
571,楽しい,1. 楽しく感じる、心地よい,1.感觉愉快、舒适,A: 今日はとても楽しい1日だったね。B: そうだね、たくさん笑ったよ。,A: 今天是非常愉快的一天。B: 是的，我们笑了很多。
572,楽しい,2. 楽しいことが起こる、嬉しい,2.发生了令人高兴的事情,A: 今日はテストがなくて、嬉しいね。B: そうだね、代わりに友達と遊べるよ。,A: 今天没有考试，很高兴。B: 是啊，反而可以和朋友玩。
573,楽しみ,1. 期待する気持ち、ある出来事を楽しむ気持ち,1.期待的感觉，对某一事物的愉悦感,A: 今週末は何をするの？B: 映画を見に行く予定。楽しみだなあ。A: 私も行くよ。,A: 这个周末要干什么？B: 打算去看电影。我好期待啊。A: 我也去。
574,楽しみ,2. 娯楽、楽しむためのもの,2.娱乐、为了享受而存在的东西,A: この公園には色々な楽しみがあるね。B: そうだね、遊具や芝生でピクニックもできるよ。,A: 这个公园有很多娱乐项目啊。B: 是啊，有游乐设施和草坪，可以野餐。
575,楽しむ,1. 楽しいと感じることを味わう,1.享受快乐，尝试体验有趣的事物,A: 今度の週末、何をしようか？B: 映画を見たり、公園でピクニックしたり、いろいろ楽しもうよ！,A: 这个周末要做什么呢？B: 看电影，去公园野餐，尝试各种有趣的事情！
576,楽しむ,2. （物事が）楽しいと思わせる,2.让人感到愉悦,A: このゲーム、難しいけど面白いね。B: そうだね、ゲーム会社はプレーヤーを楽しませるために頑張ってるよね。,A: 这个游戏虽然很难，但很有趣。B: 是啊，游戏公司很努力让玩家感到愉悦。
577,橋,1. 川や道路などをまたぐために建てられた構造物,1. 横跨河流或道路等建造的构造物,A: あの橋を渡ると公園に着くんだよ。B: そうか、ありがとう。,A: 过了那座桥就到公园了。B: 噢，谢谢。
578,橋,2. 物事をつなぐ役割を持つもの,2. 具有连接物事的功能,A: そのプロジェクトで彼女は橋渡し役をしているんだ。B: へえ、すごいね。,A: 在那个项目中她充当着桥梁的角色。B: 哇，太厉害了。
579,止まる,1. 動きを停止する、物が動かなくなる,1. 停止移动，物体不再移动,A: 電車が止まったよ。B: えっ、何で？,A: 电车停了。B: 嗯，为什么？
580,止まる,2. 行動を中断する,2. 中止行动,A: このプロジェクトは止まっているの？B: うん、資金不足で中断しているんだ。,A: 这个项目停了吗？B: 是的，因为资金不足而中断了。
581,歯,1. 口の中で食物を噛むための硬い白い物,1. 嘴里用来咬食物的坚硬白色物质,A: 歯磨き粉を買ってくるように。B: ありがとう、もう歯ブラシはあるから。,A: 买点牙膏回来。B: 谢谢，牙刷我已经有了。
582,歯,2. ブラシ状のもので、物をこすって磨いたり汚れを落としたりする道具,2. 刷子状物品，用于擦洗或清洁物品,A: もう使い古しの歯ブラシは捨てようよ。B: そうだね、新しいのを買おうか。,A: 旧牙刷可以扔掉了。B: 是啊，要不买个新的？
583,歯,3. 時間の進み方を表す「歯」のようなもの,3. 类似于表示时间推移的“齿”字的东西,A: 今日は何日だっけ？B: 11月15日だよ。A: ああ、そうか、もう歯が3つも進んでるんだ。,A: 今天几号来着？B: 是11月15日啊。A: 噢，对了，已经过了三个时间段了。
584,歯ブラシ,歯を磨くために使うブラシ,刷牙用具,A: 歯ブラシを持ってきてなかった。B: 大丈夫、私が貸すよ。,A: 忘带牙刷了。B: 没关系，我借你用。
585,歯ブラシ,歯を磨くために使うブラシ,刷牙用具,A: 歯ブラシを買いに行かなきゃ。B: そうだね、私も買いに行こうかな。,A: 要去买牙刷了。B: 是啊，我也去买吧。
586,歯医者,1. 歯科医、歯科医師,1. 牙医、牙科医生,A: 明日、歯医者に行く予定があるんだ。B: 歯が痛くなってしまったのかい？,A: 明天有去牙医的计划。B: 牙疼了吗？
587,歯医者,2. 歯科医院、歯科クリニック,2. 牙科医院、牙科诊所,A: 昨日、歯医者に行ったんだ。B: 歯が痛くなってしまったのかい？,A: 昨天去了牙科医院。B: 牙疼了吗？
588,母,1. 女性の親,1.母亲,A: 母の日に何かプレゼントを贈る予定？B: そうだな、何か考えてみるよ。,A: 母亲节你有什么礼物打算送吗？B: 嗯，我会想想的。
589,母,2. 原料や製品の発祥となるもの,2. 原料或产品的起源,A: このチョコレートはスイス産だよ。B: 本場はどこだろうね？A: 母はメキシコらしいよ。,A: 这个巧克力是瑞士产的。B: 那它的发源地是哪里呢？A: 据说源头是墨西哥。
590,沢山,1. 多量の、たくさんの,1. 大量的、许多的,A: 昨日、沢山買い物したんだ。B: 何を買ったの？,A: 昨天我买了很多东西。B: 买了什么？
591,沢山,1. 数量が多いこと、たくさんあること,1. 数量很多的事情，有很多的事情,A: 今日のパーティーには沢山の人が来ましたね。B: ええ、思ったより多かったです。,A: 今天的聚会来了很多人。B: 是啊，比想象中的多。
592,沢山,2. 多数の、多くの,2. 多数的、大多数的,A: この国の人口は沢山いるね。B: はい、非常に多いです。,A: 这个国家的人口很多。B: 是的，非常多。
593,沢山,2. 大量に、たくさん,2. 大量地，很多地,A: 買い物をするとき、何を買いましたか？B: 野菜と果物と沢山のお菓子を買いました。,A: 购物时你买了什么？B: 我买了蔬菜、水果和很多糖果。
594,注意,1. 特に気をつけること,1. 特别注意的事项,A: 今日は風が強いから、出かける前に天気予報をチェックした方がいいよ。B: そうだね、注意しておくよ。,A: 今天风很大，出门前最好查一下天气预报。B: 是的，要注意一下。
595,注意,2. 心を配ること、世話をすること,2. 关心、照顾,A: あの人はちょっと病気気味だから、注意してあげてね。B: わかった、心配かけないようにするよ。,A: 那个人有点生病，要多关心一下。B: 好的，我会注意不让他担心的。
596,洗濯,1. 衣服や布団などを洗ってきれいにすること,1. 洗衣服、被子等使之变干净的行为,A: 昨日の晩御飯は何を作りましたか？B: カレーライスを作ったけど、洗濯物が溜まっているから、あまり手を付けられなかったわ。,A: 昨天晚饭做了什么？B: 做了咖喱饭，但是因为衣服没洗，没能多做。
597,洗濯,2. 洗濯物,2. 洗好的衣服、被子等,A: 昨日の雨で、洗濯物が乾かなかった。B: それなら、室内干しにしたらどう？,A: 昨天下雨，洗好的衣服没能晾干。B: 那你把它们室内晾晾怎么样？
598,洗濯機,1. 衣類を洗うための機械,1. 洗衣机,A: 昨日、新しい洗濯機を買ったんだ。B: えっ、どこのメーカーの？,A: 昨天我买了新的洗衣机。B: 哦，是哪个制造商的？
599,涼しい,1. 温度が低く心地よい,1. 温度低且舒适,A: 今日は涼しいね。B: そうだね、秋の気配が感じられるよ。,A: 今天好凉爽啊。B: 是啊，能感觉到秋天的气息了。
600,涼しい,2. 涼しくて快適である,2.凉爽舒适,A: このTシャツ、涼しい感じがするね。B: そうだね、夏にぴったりだよ。,A: 这件T恤感觉很凉爽。B: 是啊，夏天穿正合适。
601,涼しい,3. 心が落ち着いている,3.心情平静,A: 最近、忙しそうだけど大丈夫？B: うん、涼しい顔してるでしょ。,A: 最近看起来很忙，没事吧？B: 嗯，看起来很平静吧。
602,済みません,1. 謝罪する、詫びる,1. 道歉,A: あの、遅刻してすみません。B: いいえ、大丈夫ですよ。,A: 对不起，迟到了。B: 没关系。
603,済みません,2. 完了する、終わる,2. 完成，结束,A: 仕事はもう済みましたか？B: はい、全部終わりました。,A: 工作都做完了吗？B: 是的，全部都完成了。
604,済みません,3. 手続きをする、手配する,3. 办理手续，安排,A: 旅行のチケットはもう済ませましたか？B: はい、旅行会社で手配しました。,A: 旅行的机票手续都办好了吗？B: 是的，我们在旅行社安排好了。
605,点,1. 少量、わずか,1. 少量、微量,A: この料理には塩を少し足すと美味しくなるよ。B: そうだね、塩をちょっと足そうか。A: はい、塩を少々入れてください。,A: 这道菜加一点盐会更好吃。B: 是的，我们加一点点盐吧。A: 好的，请加一点点盐。
606,点,2. 目印、印,2. 标志、记号,A: このドアには鍵穴がないみたいだけど、どうやって開けるんだろう。B: そうだね、上に小さな赤い点があるから、そこを押してみよう。A: あ、本当だ、開いたよ！,A: 这个门好像没有钥匙孔，怎么开呢？B: 是的，门上有一个小红点，试着按一下吧。A: 哦，真的开了！
607,点,3. ぽつり、散らばっていること,3. 分散、零星分布,A: この公園はどこに遊具があるんだろう？B: 遊具は点々としていて、広い範囲に散らばってるよ。A: そうなんだ、探すの大変そうだね。,A: 这个公园游乐设施在哪里呢？B: 游乐设施散布在不同的地方，分布范围很广。A: 是啊，找起来好像很难。
608,点,4. 点、目、ドット,4. 点、目、圆点,A: この文章のタイトルの前には、なぜか小さい点があるんだけど。B: ああ、それはドットと呼ばれる文章中で使われる点で、見出しの前に入れることが多いよ。A: なるほど、勉強になったよ、ありがとう！,A: 这篇文章的标题前面为什么有小点呢？B: 哦，那是文章中使用的点，通常在标题前面放置。A: 原来如此，我受益匪浅，谢谢！
609,熱,1. 温度が高いこと、熱いこと,1. 高温、热,A: 今日は熱いね。B: そうだね、水分をしっかりと補給しよう。,A: 今天好热啊。B: 是啊，要喝足够的水。
610,熱,2. 体が熱を持っている状態、発熱状態,2. 发热、体温升高,A: 彼は熱を出しているんだって。B: 大丈夫？早く病院に行った方がいいよ。,A: 他发烧了。B: 没事吧？最好赶快去医院。
611,熱,3. 熱狂的な興奮、情熱,3. 狂热、热情,A: 彼女は音楽に熱中しているんだって。B: そうなんだ、彼女って本当に音楽好きなんだね。,A: 她热衷于音乐。B: 是吗，她真的很喜欢音乐呢。
612,爪,1. 指の先にある硬くて鋭い部分,1. 指尖上的坚硬而锐利的部分,A: あの猫の爪、すごく鋭いよね。B: そうだね、傷つけたくないから気をつけよう。,A: 那只猫的爪子好锐利啊。B: 是啊，我们要小心不要被抓伤了。
613,爪,2. 動物の足の指先にある硬くて鋭い部分,2. 动物脚趾端的坚硬而锐利的部分,A: 犬の爪切りをした方がいいね。B: そうだね、家の中で暮らすなら安全のために必要だよ。,A: 狗的爪子需要剪吧。B: 是啊，如果在家里生活，为了安全是必要的。
614,父,1. 男性の親、父親,1. 男性亲属，父亲,A: 今日は父の誕生日だよ。B: そうだったんだ、プレゼント何か買ったの？,A: 今天是我爸爸的生日。B: 是吗，你买了什么礼物吗？
615,父さん,1. 自分の父親を呼ぶときに使う呼び名,1. 用于称呼自己的父亲,A: 父さん、今日は何してるの？B: 今は新聞を読んでいるよ。,A: 爸爸，今天在做什么？B: 现在在看报纸。
616,父さん,2. 年上の男性に対して敬意を表して呼ぶ呼び名,2. 用于尊敬年长男性的称呼,A: あの方は誰ですか？B: あれは、私の会社の社長で、父さんと呼んでいます。,A: 那个人是谁？B: 那是我们公司的社长，我称他为父亲。
617,父の日,1. 父親を讃え、感謝するための日。,1. 父亲节。用来赞美和感谢父亲的一天。,A: 今度の日曜日は父の日だよ。B: そうだった、何かプレゼントを用意しないと。,A: 这个星期天是父亲节。B: 是啊，我们得准备点礼物。
618,狭い,1. 空間が狭くて広くない,1. 狭窄，不宽敞,A: この部屋は狭くない？B: そんなことないよ、十分広いよ。,A: 这个房间不够宽敞吗？B: 没有啊，够宽敞了。
619,狭い,2. 余裕がない、限られた状況,2. 没有余裕，处于受限状态,A: 今月の予算はどうなってるの？B: 狭いと思う。,A: 这个月的预算怎么样了？B: 我认为很紧。
620,猫,1. ネコ科の哺乳動物。家畜化され、人間の家で飼われることが多い。,1. 猫科动物，被驯化后常被人类养在家里。,A: あの家の猫、可愛いね。B: そうだね、いつもお昼寝しているのが可愛い。,A: 那家的猫很可爱呢。B: 是啊，总是睡午觉，很可爱。
621,猫,2. 目が狭く、夜に活動することから、陰湿な者を指す隠語。,2. 因其眼睛小、夜间活动，常被用来指代狡猾的人。,A: あの人、怪しいと思わない？B: そうだね、猫みたいな目をしてるから不気味だよね。,A: 那个人，你不觉得很可疑吗？B: 是啊，因为他的眼睛像猫一样，很阴险。
622,生年月日,1. 生まれた年、月、日。誕生日。,1. 出生年月日。生日。,A: あなたの生年月日はいつですか？B: 6月15日です。,A: 你的生日是什么时候？B: 6月15日。
623,生徒,1. 学校に通う人、教育を受ける人,1. 上学的人，接受教育的人,A: あの新しい生徒はどこから来たの？B: 外国から来た交換留学生だよ。,A: 那个新的学生是从哪里来的？B: 是来自国外的交换留学生。
624,生徒,2. 師匠や先生に師事する人,2. 师从于师傅或老师的人,A: 彼は有名な画家の生徒だそうだよ。B: そう、彼の絵もその師匠に似てる。,A: 他好像是著名画家的学生。B: 是的，他的画作也和他的师傅相似。
625,生活,1. 暮らすこと、生きること。,1. 生活，生存。,A: あなたの生活はどうですか？B: まあ、忙しいけど楽しいですよ。,A: 你的生活怎么样？B: 嗯，虽然很忙，但是还是很开心的。
626,生活,2. 生活するために必要なもの、または生活に必要な物事。,2. 生活必需品。,A: 明日、スーパーに行かなきゃ。B: 何を買うの？A: 生活必需品、お米とか。,A: 明天得去超市。B: 要买什么？A: 生活必需品，比如米之类的东西。
627,生活,3. 生きている状態。,3. 生命存在状态。,A: 美味しいものを食べると、生活が豊かになったような気がする。B: そうだね、食べることは人生を豊かにするね。,A: 吃美味的东西会让人感到生命充实。B: 是的，吃是让生命变得丰富的方式之一。
628,男性,1. 男の人、男,1.男性，男人,A: 明日、新しい部署の男性社員が入社するんだって。B: へえ、どんな人かな。,A: 明天新部门的男性员工就要入职了。B: 哦，他是个怎样的人呢。
629,男性,2. 男子的性格、特質,2. 男性的性格，特质,A: 彼は優しいけど、ちょっと男性的な面があるよね。B: そうだね、そこが魅力的なところかも。,A: 他虽然很温柔，但是有点男性化的一面。B: 是啊，这也是他魅力的地方。
630,番,1. 順番、番号,1. 顺序、号码,A: 今、何番？B: 22番だよ。,A: 现在是第几个？B: 第22个。
631,番,2. 番組、番付,2. 节目、排行榜,A: この番組好き？B: うん、毎週見てるよ。,A: 喜欢这个节目吗？B: 是啊，每周都看呢。
632,番,3. 番人、看守,3. 看守、守卫,A: あの公園には番人がいるんだって。B: 夜は特に気をつけないといけないね。,A: 那个公园有看守哦。B: 晚上要特别小心啊。
633,番,4. 番号をつける,4. 编号,A: この書類には番号をつける必要があるよ。B: そうだね、後でつけよう。,A: 这个文件需要加编号。B: 对呀，等会儿加上。
634,疲れる,1. 疲れた状態になる,1. 疲劳的状态,A: 昨日の試合で大丈夫？B: うん、結構疲れたけど、大丈夫だよ。,A: 昨天的比赛没事吧？B: 嗯，有点累，但没关系。
635,疲れる,2. 疲れさせる、疲労を与える,2. 使人疲劳、使人疲惫,A: 今日の仕事は大変そうだね。B: そうだね、上司はいつも部下を疲れさせる仕事ばかり任せるから。,A: 今天的工作好像很辛苦啊。B: 是啊，上司总是把累人的工作交给下属。
636,登る,1. 上に向かって移動する,1. 向上移动,A: 山に登りたいんだけど、どこがいいところかな？B: そうだね、私は先月蔵王山に登ったけど、景色が最高だったよ。,A: 我想爬山，但不知道哪里比较好？B: 是啊，我上个月爬了蔵王山，景色很美。
637,登る,2. 数量・程度・状態が増える,2. 数量、程度、状况上升,A: 最近、山田さんの仕事の量が増えたみたいだね。B: そうだね、プロジェクトの締め切りが近づいているからかも。,A: 最近山田的工作量好像增加了。B: 是啊，可能是因为项目的截止日期越来越近了。
638,眠い,1. 眠くて、寝たいと思う,1. 想睡觉，感到困倦,A: 昨日は遅くまで起きてたから、今日は眠いんだ。B: そうなんだ、早く寝た方がいいよ。,A: 昨天晚上熬夜了，所以今天很困。B: 是吗，早点睡觉比较好。
639,眠い,2. つまらなくて、眠くなる,2. 无聊，感到困倦,A: この本、面白くない？B: うん、面白くないから、眠くなってきた。,A: 这本书无聊吗？B: 嗯，无聊所以感到困倦。
640,祖母,1. 女性の祖先である母親の母親。,1. 女性祖先中的母亲的母亲。,A: おばあちゃん、今日も元気そうだね。B: そうだよ、私の祖母は元気な方だから。,A: 奶奶今天看起来也很健康呢。B: 是啊，我的祖母身体一直很好。
641,祖母,2. 敬称として、年配の女性に対して使われる。,2. 作为敬称用于年长的女性。,A: 祖母には何か贈り物をしたいんだけど、何がいいかな？B: お茶やお菓子はいかがですか？,A: 我想送祖母什么礼物呢，你有什么好建议吗？B: 茶叶或者点心怎么样？
642,祖父,1. 父親の父親。,1. 父亲的父亲。,A: あなたの祖父はまだ健在ですか？B: いいえ、私の祖父は亡くなりました。,A: 你的祖父还健在吗？B: 不，我的祖父已经去世了。
643,祖父,2. 敬称として、自分より年配の男性を表す。,2. 作为敬称，用于表示比自己年长的男性。,A: あの方は誰ですか？B: あれ？あの方は私の祖父の友達のおじいさんですよ。,A: 那个人是谁？B: 嗯？那个人是我祖父的朋友的爷爷。
644,空,1. 何もない状態、空いている,1.空的，空着的,A: 机の上、何もないね。B: そうだね、空いてるよ。,A: 桌子上什么都没有。B: 是啊，是空的。
645,空,2. 空気、大気、宇宙,2.空气，大气，宇宙,A: 宇宙に行ってみたいな。B: 本当に？私は怖いな。,A: 我想去太空看看。B: 真的吗？我害怕。
646,空,3. 欠席、休み、空くこと,3.缺席，空出时间,A: 彼、今日は？B: 空いてるよ。,A: 他今天有空吗？B: 有空。
647,立つ,1. 足で地面について、身体を直立させる,1. 站立，直立身体,A: ちょっと立ってて。B: はい、どうぞ。,A: 稍微站着。B: 好的，请。
648,立つ,2. 物が傾いていたり、倒れていたりしていた状態から、傾いたり、倒れた状態から元に戻る,2. 从倾斜或倒下的状态恢复到正常状态,A: あの人、倒れてるよ！B: 助けて、立たせなきゃ！,A: 那个人倒下了！B: 快帮帮他，让他站起来！
649,立つ,3. ある地位や立場、状態などが成立する,3. 确立某个地位、立场或状态,A: 彼は社長に立候補するそうだ。B: へえ、それは驚いた。,A: 他好像要竞选社长。B: 哇，真是意外。
650,立つ,4. 読書や研究、講義などを行う,4. 阅读、研究、讲课等,A: 今日の講義、面白そうだね。B: そうだね、早く始まればいいな。,A: 今天的讲座好像很有趣。B: 是啊，希望能早点开始。
651,立てる,1. 物を直立させる,1.将物品直立,A: この本を棚に立てて。B: はい、分かりました。,A: 把这本书立在书架上。B: 好的，我知道了。
652,立てる,2. 計画、方針、目標などを決める,2.决定计划、方针、目标等,A: 今日の会議で新しい方針を立てる予定だ。B: そうですか、頑張ってください。,A: 今天的会议上预计制定新方针。B: 是吗，祝你们好运。
653,立てる,3. 立ち上げる、始める,3.开始、开展,A: このプロジェクトはいつ立ち上がるの？B: 来週から始まる予定です。,A: 这个项目什么时候开始？B: 下周开始。
654,箸,1. 食べ物をつまむために用いる、東アジアの伝統的な食器の一種,1. 一种用于夹食物的东亚传统器皿,A: 箸を使うのが得意じゃないんだ。B: 練習してみたらどう？,A: 我不擅长使用筷子。B: 试着练习一下吧。
655,箸,2. ものごとの二つの要素を分ける,2. 将事物分为两个要素,A: 彼女は仕事とプライベートを上手に箸で分けているんだよ。B: そうなんだ、それは立派だね。,A: 她能够很好地分开工作和私人生活。B: 是吗，那真是太棒了。
656,素晴らしい,1. 非常に良い、素晴らしい,1.非常好的，精彩的,A: 昨日のコンサートは素晴らしかったね。B: そうだね、感動したよ。,A: 昨天的音乐会非常好。B: 是啊，我感动了。
657,線,1. 筆跡、文字,1.笔迹、文字,A: この手紙の線が汚いな。B: そうだね、彼女は書くのが苦手だから。,A: 这封信的字迹很丑。B: 是啊，她不擅长写字。
658,線,2. 細長い物の形状,2.细长物的形状,A: この線、何のために使うの？B: 暖房器具の配管だよ。,A: 这是用来干什么的？B: 是暖气设备的管道。
659,線,3. 鉄道路線,3.铁路线路,A: この地図で駅と駅の間の線は何ですか？B: それは鉄道の路線です。,A: 这张地图上站点和站点之间的线是什么？B: 那是铁路线路。
660,肉,1. 動物の筋肉、内臓などの食用部分,1. 动物的肌肉、内脏等食用部分,A: 今日は何を食べたい？B: 肉が食べたいな。A: じゃあ焼肉店に行こうか。,A: 今天想吃什么？B: 想吃肉。A: 那我们去烤肉店吧。
661,肉,2. 物事の核心部分,2. 事物的核心部分,A: この本の肉はどこにあるの？B: 2章から4章が本の肉だよ。,A: 这本书的核心在哪里？B: 从第2章到第4章是这本书的重点。
662,背,1. 背中や背骨の部分。,1. 背部或脊柱部分。,A: お腹に力を入れずに、背筋を伸ばして歩いたほうがいいよ。B: 了解、ありがとう。,A: 别用力在肚子上，挺直腰板走路比较好。B: 好的，谢谢。
663,背,2. 何かを支える部分。,2. 支撑某物的部分。,A: 私が持って、あなたが背負うぞ。B: ありがとう、大丈夫か？A: 問題ない、いいから背負って。,A: 我拿着，你背吧。B: 谢谢，没问题吗？A: 没问题，快背起来吧。
664,背,3. 何かを覚えること。,3. 记住某事。,A: この漢字、読める？B: あ、これは『運』って読むよ。A: いいね、もう背てしまったの？B: そう、昨日覚えたんだよ。,A: 这个汉字你会读吗？B: 噢，这个读作「運」。A: 很好，你已经记住了吗？B: 是的，昨天就背过了。
665,背中,1. 肩から腰までの背骨とその周辺の部分,1. 从肩到腰的脊柱和周围的部分,A: 背中に大きなにきびができた。B: 化粧品は変えた？,A: 背上长了很大的痘痘。B: 换了化妆品吗？
666,背中,2. 支える立場、裏方の存在,2. 扮演支撑角色，幕后存在的人,A: 彼女はいつもクラスのムードメーカーだよね。B: うん、彼女はクラスの背中みたいな存在だよ。,A: 她总是班上的气氛制造者。B: 对，她就像班级的支柱一样。
667,脱ぐ,1. 衣服や靴などを脱ぎ取ること。,1. 脱衣服或鞋子。,A: 靴を脱いで入ってね。B: 了解しました。,A: 脱鞋子进来吧。B: 好的。
668,脱ぐ,2. 物事から取り除くこと。,2. 从某物中除去。,A: この釘を取りたいんだけど、どうしたらいい？B: ハンマーで脱いでみて。,A: 我想拆下这个钉子，怎么办？B: 试着用锤子把它敲掉。
669,花,1. 植物の一部で、種子をつけるために色とりどりに咲く,1. 一种植物，以各种颜色盛开，为结种子做准备,A: あの公園に桜の花が咲いているよ。B: 本当にきれいだね。,A: 那个公园里的樱花盛开了。B: 真的很漂亮。
670,花,2. 花の一部を切り取って飾りにする,2. 切下花卉一部分并用于装饰,A: 母の誕生日に花を贈って、喜ばれたよ。B: それは素敵なプレゼントだね。,A: 我送给妈妈一束花庆祝生日，她很开心。B: 那真是个不错的礼物。
671,花,3. 人や動物が、最盛期を迎える,3. 人或动物迎来顶峰期,A: 彼女、最近美しくなったよね。B: そうだね、今が彼女の花盛りかも。,A: 最近，她变得越来越美了。B: 是啊，现在可能是她最美的时候了。
672,苦い,1. 五味の一つ。舌や口の中に渋み・にがみを感じる。,1.五味之一，口感涩、苦。,A: このコーヒー、ちょっと苦いけど美味しいね。B: そうだね、苦味があるのが良いんだ。,A: 这杯咖啡有点苦，但很好喝啊。B: 是啊，有苦味很好。
673,苦い,2. 辛い・つらい。,2.辛酸、痛苦。,A: 昨日のマラソン、最後の方は苦かったよ。B: でも頑張ってゴールしたんだから、すごいよ。,A: 昨天的马拉松比较辛苦。B: 但你坚持到最后，真是太棒了。
674,茶,1. 緑茶や紅茶など、茶葉から作られた飲み物,1. 以茶叶制作的饮料，如绿茶，红茶等,A: お茶は飲みますか？B: はい、毎日飲みます。,A: 您喝茶吗？B: 是的，每天都喝。
675,茶,2. 茶色,2.茶色,A: 今日の服装はどうする？B: 茶色のスーツを着ます。,A: 今天怎么穿？B: 穿茶色的西装。
676,茶色,1. 茶色い、茶色に近い色合いの,1. 茶色，接近茶色的颜色,A: 今日の服、茶色だね。B: うん、これは好きな色だから。,A: 今天的衣服是棕色的。B: 是啊，我很喜欢这个颜色。
677,茶色,2. 穏やかで落ち着いた印象の,2. 温和而稳重的印象,A: あの人はどんな印象を受けた？B: 茶色のイメージがあるかな。,A: 你对那个人的印象如何？B: 我觉得他给人一种温和稳重的印象。
678,荷物,1. 旅行や移動時に持ち運ぶもの,1. 旅行或移动时携带的物品,A: 旅行の荷物はもう用意したの？B: うん、今日中に全部詰め込むつもり。,A: 旅行的行李准备好了吗？B: 嗯，今天打算全部塞进去。
679,荷物,2. 配達される郵便物や配送物,2. 邮递或运输的物品,A: 今日は荷物の受け取りがあるの？B: うん、午後に届くはずだよ。,A: 今天有收到包裹吗？B: 嗯，应该在下午到达。
680,葉書,1. 初めに開かれるように切り取られた、一面が宛名と郵便切手を貼るスペース、もう一面がメッセージを書くスペースの紙片,1.明信片,A: 日本旅行の時に友達に葉書を送ったんだ。B: いい思い出になったね。,A: 在去日本旅行的时候给朋友寄了明信片。B: 变成了美好的回忆。
681,葉書,2. お中元や年賀状などのように、季節や行事に合わせて販売される特別な葉書,2.季节性贺卡，例如夏季和新年贺卡等特殊的明信片,A: この葉書、クリスマス用にいいね。B: うん、可愛いイラストが描かれてるよ。,A: 这张明信片，很适合圣诞节。B: 是啊，上面画了很可爱的插画。
682,西,1. 西方の方角、西の地域,1. 西方的方位、西部地区,A: 東京から西に行くと何があるの？B: 大阪とか京都とか。,A: 从东京向西走，会经过哪些地方？B: 例如大阪和京都。
683,西,2. 西洋、欧米諸国,2. 西洋、欧美各国,A: 彼は西の文化に興味があるんだって。B: そうなの？じゃあ、一緒に西洋美術館に行こうよ。,A: 他对西方文化很感兴趣。B: 是吗？那我们一起去西洋美术馆吧。
684,話,1. 会話、対話,1. 对话、谈话,A: 明日の予定は何？B: 昼にランチしましょう、話がしたいことがあるんだ。,A: 明天的计划是什么？B: 让我们中午一起吃午餐，有些话想说。
685,話,2. 物語、ストーリー,2. 故事、小说,A: 最近面白い本を読んだ？B: うん、『羊をめぐる冒険』っていう本、とてもいい話だよ。,A: 最近读过有趣的书吗？B: 嗯，读过一本叫做《绵羊冒险记》的书，故事非常好。
686,話,3. 事実、真実,3. 事实、真相,A: あの噂、本当？B: うーん、話としては本当だけど、詳しいことは知らない。,A: 那个谣言是真的吗？B: 嗯，说是真的，但是我不知道详细情况。
687,話す,1. 言葉を使って意思や情報を伝える,1.用言语表达意思或信息,A: 彼女に会ったの？B: うん、昨日話したよ。,A: 你见过她了吗？B: 嗯，我昨天跟她说过话。
688,話す,2. 話しかける、話を持ちかける,2. 聊天、交谈,A: 今日は暇？B: うん、暇だけど、何か話したいことあるの？,A: 今天有空吗？B: 嗯，没事，你想聊点什么吗？
689,誕生日,1. 誕生した日。,1. 出生的日子。,A: あなたの誕生日はいつですか？B: 8月10日です。,A: 你的生日是哪天？B: 8月10日。
690,誕生日,2. 何かが誕生した日。,2. 某物诞生的日子。,A: ジャズはいつ誕生したの？B: アメリカの南部で19世紀末に誕生したそうですよ。,A: 爵士乐是什么时候诞生的？B: 据说是19世纪末在美国南部诞生的。
691,誰,1. 疑問詞、何者かを尋ねる,1. 疑问代词，询问何物,A: 誰がこの本を借りたの？B: 私です。,A: 谁借了这本书？B: 是我。
692,誰,2. 代名詞、人を指し示す,2. 代词，指示人,A: 誰がこの仕事をやるの？B: 私がやります。,A: 谁来做这个工作？B: 我来做。
693,象,1. ゾウ科の哺乳動物,1.象科哺乳动物,A: 日本には野生の象はいるの？B: いいえ、いません。,A: 日本有野生象吗？B: 没有。
694,象,2. 物事が似ていること,2.相似之处,A: あの人と彼女は性格がよく似ているよね。B: そうだね、まるで兄弟のようだ。,A: 那个人和她的性格非常相似。B: 是啊，就像兄弟一样。
