,word,meaning_jp,meaning_cn,example_jp,example_cn
583,薄い,2. 濃度が低い、強さが足りない,2. 浓度低，强度不足,A: この味噌汁、味が薄いね。B: そうだね、もう少し味噌を足すといいかも。,A: 这个味噌汤味道有点淡啊。B: 是啊，再加点味噌可能会更好。
584,薄い,3. 知識や情報が乏しい,3. 知识或信息不足,A: 彼女、この問題について詳しい？B: いいえ、彼女は薄いよ。A: そうか、他の人に聞いてみよう。,A: 她对这个问题有深入的了解吗？B: 不，她不懂。A: 哦，那我们问问其他人吧。
585,行き,1. 行くこと、出発すること,1. 前往、出发,A: 今度の休みにどこかに行きたいね。B: そうだね、温泉旅館に行こうよ。,A: 下次休假想去哪里啊？B: 对啊，我们去温泉旅馆吧。
586,行き,2. 行った跡、足跡,2. 走过的轨迹、脚印,A: 雪の上に歩いたら、きれいな行きが残るね。B: そうだね、写真を撮ろうか。,A: 在雪地上走的话，会留下漂亮的足印。B: 对啊，我们拍张照吧。
587,行く,1. 移動する、旅行する,1. 移动、旅行,A: 今日、どこか行く予定ある？B: うん、友達と映画を見に行く予定だよ。,A: 今天有什么地方要去吗？B: 嗯，计划和朋友去看电影。
588,行く,2. 目的地に着く、到着する,2. 到达目的地,A: 何時に空港に行けばいい？B: チェックインは1時間前だから、2時に行けばいいよ。,A: 什么时候去机场呢？B: 值机时间是提前一小时，2点去就可以了。
589,行く,3. 経験する、受ける,3. 经历、遭受,A: 外国旅行は好き？B: うん、今までいろいろな国に行ったけど、いい経験になったよ。,A: 喜欢出国旅游吗？B: 嗯，我去过很多国家，是很好的经历。
590,行く,4. 続ける、進む,4. 继续、前进,A: この道をまっすぐ行くと、駅に着くんだよね？B: そうだよ。,A: 沿着这条路一直走就能到车站了对吧？B: 是的。
591,行く,5. 動作が起こる、進行中である,5. 动作正在发生，正在进行中,A: 雨が降っているから、今日の野球の試合は中止になったよ。B: そうなんだ、残念だね。,A: 因为下雨了，今天的棒球比赛取消了。B: 是啊，真遗憾。
592,要る,1. 必要とする、必要である,1. 需要，必要的,A: これを書くのに何が要る？B: ペンと紙が要るよ。,A: 写这个需要些什么？B: 需要笔和纸。
593,要る,2. 不足している、欠けている,2. 缺少，不足,A: パーティーのために飲み物を買ってきてくれない？B: すみません、お金が要るので今は買えません。,A: 去派对买点饮料怎么样？B: 对不起，我没钱，现在买不了。
594,覚える,1. 記憶する、覚えておく,1. 记住、牢记,A: あのレストランの名前、覚えてる？B: うーん、すみません、忘れちゃいました。,A: 记得那个餐厅的名字吗？B: 嗯，抱歉，我忘了。
595,覚える,1. 記憶する、覚えておく,1. 记住、牢记,A: この歌、歌詞を覚えるのが難しいよね。B: そうだね、でも何回か聴いたら覚えられるよ。,A: 这首歌的歌词很难记住。B: 是啊，但听几次就能记住了。
596,覚える,2. 習得する、学ぶ,2. 学习、掌握,A: ピアノが弾けるようになるにはどれくらい時間がかかるの？B: 人によるけど、毎日練習して2年ぐらいで弾けるようになる人もいるよ。A: そんなに時間がかかるの？B: 時間はかかるけど、練習すれば必ず覚えられるよ。,A: 学会弹钢琴需要多长时间？B: 因人而异，每天练习的话，两年左右就可以弹得起来。A: 需要这么长时间吗？B: 时间长，但只要练习，一定能掌握的。
597,覚える,2. 習得する、学ぶ,2. 学习、掌握,A: 日本語の勉強、どうやってやってるの？B: テキストで単語と文法を勉強して、実践で使って覚えてるよ。,A: 学习日语，你怎么做的？B: 在教科书中学习词汇和语法，然后在实践中使用并掌握。
598,親,1. 親戚,1. 亲戚,A: あの人は誰？B: あの人は私の親戚です。,A: 那个人是谁？B: 那个人是我的亲戚。
599,親,2. 親密な人、親しい友人,2. 亲密的人、亲密的朋友,A: あの人は誰？B: あの人は私の親友です。,A: 那个人是谁？B: 那个人是我的亲密朋友。
600,親,3. 親しい間柄、つながり,3. 亲密关系、联系,A: 彼女と別れたの？B: うん、もう親じゃないよ。,A: 你和女友分手了？B: 对啊，我们不再有亲密的关系了。
601,親,4. 親のように大切に思う、親しいものと考える,4. 把某人视为亲人，把某物视为亲近的,A: あのカバン、大切にしてるんだ。B: なるほど、あなたにとっては親みたいなものなんだね。,A: 我很珍惜那个包。B: 哦，对了，那个对你来说就像是亲人一样的东西吧。
602,角,1. 鋭く尖った物の先端、とがり,1. 尖端、尖角,A: 犬の歯が角みたいに鋭いね。B: そうだね、噛まれると怪我するから気をつけないと。,A: 狗的牙齿像角一样锋利。B: 是啊，如果被咬了会受伤的，要小心。
603,角,2. 直角,2. 直角,A: この箱の角は全部直角だよ。B: そうだね、安定しているから良いね。,A: 这个箱子的角都是直角。B: 是啊，很稳定，很好。
604,角,3. 身分、地位、立場,3. 地位、身份、职位,A: あの人は大学の教授で、研究者の一角だよ。B: そうなんだ、すごいね。,A: 那个人是大学教授，是研究界的一员。B: 是吗，好厉害。
605,角,4. 方向、方角、方位,4. 方向、角度、方位,A: 駅から出て、角を左に曲がって進んでください。B: 了解です。,A: 从车站出来后，请向左转角，继续前行。B: 好的。
606,言う,1. 口に出して表現する、伝える,1. 说出口，表达，传达,A: 明日の会議の時間、社長に伝えた？B: はい、もう言いましたよ。,A: 明天的会议时间告诉总裁了吗？B: 嗯，已经说了。
607,言う,2. 思っていることを述べる,2. 表达想法、说出思想,A: あの人、あなたに興味あるんじゃない？B: そんなこと言わないで。,A: 那个人对你感兴趣吧？B: 别这么说。
608,言う,3. 告げる、警告する,3. 告知，警告,A: この道、危ないから気をつけた方がいいよ。B: ありがとう、言ってくれて助かる。,A: 这条路比较危险，最好小心点。B: 谢谢提醒，你说了我很感激。
609,言う,4. 祈る、願う,4. 祈求，希望,A: 明日は晴れるといいな。B: そうだね、祈るしかないね。,A: 希望明天能放晴。B: 是啊，只有祈求了。
610,課,1. 一定の範囲を区切った授業、学習の単位,1. 课，学习的单位，划分了一定的范围,A: 今日の日本語の課題は難しかったね。B: そうだね、時間がかかった。,A: 今天的日语课太难了。B: 是啊，花了很多时间。
611,課,2. 業務の区切り、部署,2. 工作的区分，部门,A: 彼女はどの課に所属しているの？B: 総務課にいるよ。,A: 她隶属于哪个部门？B: 她在总务部。
612,買い,1. 買うこと,1.购买,A: 明日スーパーに行くんだけど、何か買い物を頼まれた？B: ええ、卵と牛乳を買ってきてくれる？,A: 明天我去超市，有什么要帮忙买的吗？B: 嗯，可以帮忙买些鸡蛋和牛奶吗？
613,買い,2. 特定の目的や用途に合わせて、買い物をすること,2. 根据特定目的或用途购物,A: ドライブに行くんだけど、おにぎりでも買って行こうか？B: そうね、買いに行こうか。,A: 我们要去兜风，要不要买些饭团带着？B: 好啊，我们去买点吧。
614,買い物,1. 商品を購入する行為,1. 购物,A: 今日の買い物は何が欲しい？B: 野菜と果物を買いたいです。,A: 今天想要买什么？B: 想要买蔬菜和水果。
615,買い物,1. 商品を購入する行為,1. 购物,A: 今週の買い物はどこでする？B: スーパーマーケットで買い物するつもりです。,A: 这个星期的购物在哪里进行？B: 打算在超市购物。
616,買い物,2. 買い物をするために出かけること,2. 购物活动,A: 今日は何をする予定ですか？B: 買い物に行くつもりです。,A: 今天有什么计划？B: 打算去购物。
617,買い物,2. 買い物をするために出かけること,2. 购物活动,A: 今日は何を買いに行くつもりですか？B: 服を買いに行きます。,A: 今天想要买什么？B: 打算去买衣服。
618,買う,1. 商品をお金を出して手に入れる,1. 购买商品以获取商品,A: 今日は何を買うつもり？B: スーパーで食材を買おうと思っているよ。,A: 今天想买什么？B: 我打算在超市买食材。
619,買う,2. お金を出して物を手に入れる,2. 用钱买到物品,A: この服、いくらで買ったの？B: 1万円だったよ。,A: 这件衣服你花了多少钱买的？B: 花了1万日元。
620,貸す,1. 自分のものを他人に一時的に与える,1. 借出自己的东西给别人暂时使用,A: 昨日、彼女に傘を貸したんだ。B: そうか、ありがたいね。,A: 昨天把伞借给女友用了。B: 哦，谢谢你了。
621,貸す,2. 金銭を他人に貸す,2. 借钱给别人,A: ちょっとお金を貸してくれない？B: いくら必要？,A: 能借我点钱吗？B: 需要多少？
622,赤,1. 赤色の,1. 红色的,A: この車、色がいいね。B: うん、赤いのが一番好きだな。,A: 这辆车的颜色很不错。B: 嗯，我最喜欢红色的。
623,赤,2. 顔が赤くなる,2. 脸红,A: あの人、話すといつも赤くなるよね。B: そうそう、緊張するタイプなんだろうね。,A: 那个人每次说话都会脸红呢。B: 是啊，可能是紧张型的人吧。
624,赤,3. 人気のある、注目されている,3. 受欢迎的，备受关注的,A: 最近、あの新しいレストランが赤いね。B: そうそう、予約も取りにくいみたいだよ。,A: 最近那家新的餐厅很受欢迎呢。B: 是啊，预订也很难啊。
625,赤い,1. 色が赤である,1.颜色为红色,A: あの女の子のカーディガンは赤いね。B: うん、赤が似合っていると思う。,A: 那个女孩子的开襟毛衣是红色的。B: 嗯，我觉得她很适合穿红色。
626,赤い,2. 熱心な、情熱的な,2.热情的，有激情的,A: 彼女は赤い性格をしているね。B: そうだね、何かに熱心になるタイプだよ。,A: 她是个热情的人呢。B: 是啊，是那种会对什么事情特别热心的类型。
627,赤ちゃん,1. 生まれて間もない人間の子供,1. 出生不久的婴儿,A: おめでとう！赤ちゃんが生まれたんだね。B: ありがとう。息子だよ。,A: 恭喜！你们有个新生儿啊。B: 谢谢。是个儿子。
628,赤ちゃん,2. 初心者、未熟な人,2. 新手，不熟练的人,A: 明日から新しい仕事が始まるんだ。B: 大丈夫？赤ちゃんの頃と同じように慣れるまで時間がかかるけど、頑張ってね。,A: 明天开始新工作了。B: 没关系吗？虽然要像小时候一样需要一段时间才能习惯，但要加油啊。
629,赤信号,1. 交通信号機のうち、進行を制限するための、赤色の信号,1. 红灯，交通信号机中用于限制前进的红色信号,A: 今日は朝から渋滞がひどいね。B: そうだね、特に赤信号が長いから時間がかかってるんだろう。,A: 今天从早上开始就很堵车啊。B: 是啊，特别是红灯时间长，所以花了很多时间吧。
630,赤信号,2. 障害物競走の競技で、赤旗が振られて進むべきルートを示す信号,2. 障碍赛跑比赛中，挥舞红旗以指示应该前进的路线的信号,A: あの赤信号の先には、障害物競走のコースがあるみたいだよ。B: そうなんだ、でもそれはかなり難しそうだね。,A: 看来那个红旗的后面是障碍赛跑的赛道。B: 是吗，但那看起来很难啊。
631,赤色,1. 赤い色,1. 红色,A: このシャツは何色がいいと思いますか？B: 私は赤色が好きですよ。,A: 这件衬衫你认为哪种颜色好呢？B: 我喜欢红色。
632,赤色,2. 社会党派の一つ,2. 日本社会党的一个派别,A: 昔、日本には社会党があったけど、その中に赤色の派閥があったよね。B: そう、赤旗派とか言われていたよ。,A: 以前，日本有社会党，其中有红色派别。B: 是的，他们被称为红旗派。
633,起きる,1. 目が覚める、起床する,1. 醒来、起床,A: 何時に起きるの？B: 毎日６時半に起きているよ。,A: 你什么时候起床？B: 每天都是6点半起床。
634,起きる,2. 発生する、起こる,2. 发生,A: 昨晩、地震が起きたんだって。B: 本当？私は寝ていたから全然気づかなかったよ。,A: 昨晚好像发生了地震。B: 真的吗？我一直在睡觉所以没有注意到。
635,起きる,3. 起こす、引き起こす,3. 引起、导致,A: 昨日、あの事件はどうやって起きたの？B: 詳しいことは分からないけど、誰かが警察に通報したらしいよ。,A: 昨天那件事情是怎么引起来的？B: 不是很清楚，但好像有人报了警。
636,足,1. 人や動物の下半身の部分にある、歩く・走るための器官,1. 人或动物身体的下半部分，用于行走和奔跑的器官,A: 今日はたくさん歩いたから、足が疲れた。B: そうだね、足を休めよう。,A: 今天走了很多路，脚很累。B: 是啊，让脚休息一下吧。
637,足,2. 数量を表す単位のひとつ。約3.03cmに相当する,2. 表示数量的单位之一，约等于3.03厘米,A: この部屋の横幅は何足くらい？B: 3足ぐらいだと思います。,A: 这个房间的横幅大约是多少呢？B: 我想大约有3尺。
638,足,3. 不足の部分、必要な量に達していないこと,3. 不足之处，未达到必要的数量或程度,A: 材料が足りないみたいだけど、どうしよう？B: 他の店で買い足すか、代用品を使おう。,A: 看起来材料不够用，怎么办？B: 去其他商店买或者使用替代品。
639,足,4. ある場所に止まる、立つこと,4. 停留或站立在某个地方,A: この電車はどこで止まりますか？B: 次の駅で止まります。,A: 这列电车在哪里停靠？B: 下一站停靠。
640,足,5. 一定の距離を表す言葉に付けて、その距離を表す,5. 用于表示一定距离的词语后，用于表示距离的程度,A: あの建物は、ここからどのくらいの距離にありますか？B: それは3、4足先のところにあります。,A: 那座建筑物离这里有多远？B: 大概在3、4步的距离吧。
641,足,6. ボードやペダルなど、板状の物の部分,6. 板状物体的一部分，如板子或踏板,A: あのスケートボードの足場って、どうやってやるんだろう？B: 基本的には足の裏を使って、板の上に乗る感じだよ。,A: 那个滑板的踏板是怎么做的？B: 基本上是用脚底踩在板子上。
642,足,7. 一定の目的のために使われる、役割を果たすことができるもの,7. 用于特定目的的、可以发挥作用的物品或工具,A: この機械は何のために使うの？B: 製品を作るために、足となる部品を加工するんだ。,A: 这个机器用来做什么？B: 用来加工成为制品的支撑部件。
643,軽い,1. 重さが少ない、重くない、軽量な,1.轻、重量轻,A: この荷物、軽そうだけど、実は結構重いよ。B: えっ、それは驚いた！,A: 这个行李看起来很轻，但实际上很重。B: 哇，真惊讶！
644,軽い,2. 簡単である、簡便な、手軽な,2.简单、方便、容易,A: 料理をするのは得意？B: いや、簡単なものなら作れるけど、複雑なものは苦手だな。A: そっか、私も軽い料理しか作れないから、教えてもらおうかな。,A: 你擅长做饭吗？B: 不，只能做一些简单的东西，复杂的我不擅长。A: 这样啊，我也只会做简单的菜，你可以教我吗？
645,軽い,3. 重要でない、深刻でない、軽率な,3.不重要、不严肃、轻浮,A: 彼は軽い考え方を持っているから、仕事がうまくいかないんだと思う。B: そうかもしれないね。真面目に取り組まないとダメだよね。,A: 我认为他持有不严肃的想法，所以工作做不好。B: 也许是这样。我们必须认真对待才行。
646,辛い,1. 辛い味がする、からい,1.味道辣,A: このカレーは辛いけど美味しいね。B: 私も辛いのが好きだよ。,A: 这咖喱虽然辣但是很好吃。B: 我也喜欢吃辣的。
647,辛い,2. 苦しい、つらい,2.痛苦、难受,A: 最近、仕事が忙しくて辛いよ。B: がんばって、きっと大丈夫だよ。,A: 最近工作很忙，很辛苦。B: 加油，你一定行的。
648,辺り,1. 周囲の一帯、周辺,1. 周边、附近,A: ここら辺りに美味しいレストランはありますか？B: はい、あそこのイタリアンがおすすめですよ。,A: 这附近有好吃的餐厅吗？B: 有，那家意大利餐厅很不错。
649,辺り,2. 範囲を表す言葉に付けて、周囲にあるもの全般を指す,2. 范围限定词，表示周围的事物,A: もうすぐ辺りが暗くなってきたね。B: そうだね、そろそろ帰りましょう。,A: 快要天黑了呢。B: 是啊，差不多该回家了。
650,返す,1. 受け取ったものを元の場所に戻す,1. 把接收到的东西放回原来的位置,A: あのペン、ちょっと借りていい？B: うん、いいよ。使い終わったら返してね。,A: 那只笔，能借我一下吗？B: 嗯，可以啊。用完了记得还给我哦。
651,返す,1. 受け取ったものを元の場所に戻す,1. 把接收到的东西放回原来的位置,A: この本、返してもいい？B: うん、いいよ。,A: 这本书我可以还回去吗？B: 嗯，可以啊。
652,返す,2. 答え、言葉などを返す,2. 回答，回话,A: この問題、どう解くの？B: これは、こうやって解けるんだよ。A: ああ、そうか。ありがとう。返事が遅くなってごめんね。,A: 这个问题怎么解啊？B: 这个问题可以这样解。A: 哦，原来如此。谢谢。回复晚了，不好意思。
653,返す,2. 答え、言葉などを返す,2. 回答，回话,A: 明日の会議、時間はどうしよう？B: 午前中だったらいいよ。A: 了解、ありがとう。返事待ってるね。,A: 明天的会议，时间怎么办呢？B: 上午的话可以。A: 我知道了，谢谢。我等着你的回复哦。
654,送る,1. 物を遠くに届ける,1. 把物品送到远处,A: この荷物、東京まで送ってもらえますか？B: はい、送ります。,A: 这个包裹，可以送到东京吗？B: 可以，我送。
655,送る,2. 送り出す、送別する,2. 送别，送行,A: 今日は先輩を空港まで送りに行くんだ。B: そうなんだ、いい旅を楽しんでね。,A: 今天我要去机场送前辈。B: 是吗，祝你有个愉快的旅程。
656,遅い,1. 時間がかかる、遅れる,1. 慢，迟到,A: すみません、遅くなってしまいました。B: いいえ、大丈夫です。,A: 不好意思，我来晚了。B: 没事，没关系。
657,遅い,2. スピードが遅い,2. 速度慢,A: このバス、遅いね。B: うん、渋滞してるんだろうな。,A: 这辆公交车很慢呢。B: 是啊，可能是堵车了。
658,遅れる,1. 予定よりも時間がかかる、時間通りに行かない,1. 比计划时间晚了，没有按时进行,A: ごめん、遅れた。B: 大丈夫、まだ始まってないから。,A: 对不起，我晚了。B: 没关系，还没有开始呢。
659,遅れる,1. 予定よりも時間がかかる、時間通りに行かない,1. 比计划时间晚了，没有按时进行,A: 今日の会議は何時から？B: 10時からだよ。A: わかった、遅れないように気をつける。,A: 今天的会议从几点开始？B: 从10点开始。A: 好的，我会注意不要迟到。
660,遅れる,2. 進行が遅れる、進捗が遅くなる,2. 进度延迟，进展缓慢,A: プロジェクトの進捗はどう？B: 遅れているみたいだ。,A: 项目进展怎么样？B: 看起来有些拖延了。
661,遅れる,2. 進行が遅れる、進捗が遅くなる,2. 进度延迟，进展缓慢,A: 業績が思うように伸びないんだ。B: 何か原因があるかもしれないね、要因を探して遅れを取り戻そう。,A: 业绩没有像预期的那样增长。B: 可能有原因，我们要找出原因，争取赶上进度。
662,遊び,1. 遊んで楽しむこと。また、それに関連すること。,1. 娱乐活动或相关事项。,A: 今日は何か遊びに行きたいね。B: じゃあ、テーマパークに行こうか。,A: 今天想去玩点什么啊。B: 那就去主题公园吧。
663,遊び,2. 本来の目的をはずれて遊ぶこと。,2. 不按原计划玩乐。,A: 明日は早く起きて勉強しようと思っていたのに、遊びすぎて夜更かししてしまった。B: 次回はもっと計画的に遊ぼうよ。,A: 明天本来想早起学习的，可是因为玩太多太晚睡了。B: 下次我们更好地计划一下怎么玩吧。
664,遊ぶ,1. 楽しむために何かをする,1. 做某事以享受乐趣,A: 今週末何するの？B: 友達と遊ぶつもりだよ。A: 何か予定あるの？B: ボードゲームをしたり、映画を見たりする予定だよ。,A: 这个周末有什么计划吗？B: 我打算和朋友们一起玩。A: 有什么具体计划吗？B: 我们计划打桌游或者看电影。
665,遊ぶ,2. ある場所で自由に行動する,2. 在某个地方自由行动,A: 明日の休日、何をする？B: 昼間、公園で遊んで、夜は友達と外で食べる予定だよ。A: 遊びに行きたいけど、家で家族と過ごす予定があるんだ。B: そうか、また今度一緒に遊ぼう！,A: 明天的假日有什么计划？B: 白天打算在公园里玩，晚上跟朋友在外面吃饭。A: 我想去玩，但是我有和家人一起度过的计划。B: 哦，那下次再一起玩吧！
666,遊ぶ,3. スポーツやゲームなどをする,3. 进行体育运动或游戏等活动,A: 今日のサッカーの試合、何時から始まるの？B: 2時からだよ。選手たちは今準備中だよ。A: 遊びに行ってもいいかな？B: もちろん、大歓迎だよ！,A: 今天的足球比赛什么时候开始？B: 从2点开始。球员们现在正在准备中。A: 我能去看吗？B: 当然欢迎！
667,運動,1. 体を動かして健康を維持すること,1. 运动身体以保持健康,A: 運動は何をするのが好き？B: 私はジョギングが好きだよ。,A: 你喜欢做哪种运动？B: 我喜欢慢跑。
668,運動,2. 事業、活動、政治などが活発に行われること,2. 活动、运营、政治等活跃进行,A: 最近、市内の運動が活発になってきたね。B: そうだね、新しいイベントが増えたんだよ。,A: 最近市里的活动越来越多了。B: 是啊，有新的活动增加了。
669,運動場,1. スポーツをする場所。,1. 运动场所。,A: 今日のサッカーの試合はどこでやるの？B: 運動場でやるよ。,A: 今天的足球比赛在哪里进行？B: 在运动场进行。
670,運動場,2. 大規模な行事を行う場所。,2. 举行大型活动的场所。,A: 今週の文化祭はどこで開かれるの？B: 運動場で開かれるよ。,A: 本周的文化节在哪里举办？B: 在运动场举办。
671,選ぶ,1. 二つ以上の中から、自分に都合のよいものを選び出す,1. 从两个或更多的东西中选择自己合适的东西,A: どのカラーにするか、まだ選んでいないの？B: ええ、悩んでいるんだ。,A: 还没有选定颜色吗？B: 是的，我还在犹豫。
672,選ぶ,2. 特定の職業、役割などに就くために必要な能力や条件を備える人を選び出す,2. 选择具备特定职业、角色等所需能力和条件的人,A: 新しいチームメンバーを選ぶことになったんだけど、どの候補がいいと思う？B: 経験と能力を考慮すると、田中さんが最適かもしれないね。,A: 我们需要选择新的团队成员，你认为哪个候选人最好？B: 考虑到经验和能力，田中先生可能是最佳人选。
673,重い,1. 重量がある、軽くない,1. 有重量，不轻,A: この鞄、重いから手伝ってくれる？B: ああ、いいよ。,A: 这个包很重，可以帮个忙吗？B: 好的。
674,重い,2. 心配な、気がかりな,2. 担心，烦恼,A: 明日の試験、大丈夫かなあ。B: うん、心配ないよ。A: でも、私は重い気がするなあ。B: そんなことないって。,A: 明天的考试会不会没问题啊。B: 嗯，不用担心。A: 但是我感觉很担心。B: 没事的。
675,金,1. 貴重な金属、金,1. 贵重的金属，黄金,A: あの人、本当に金持ちそうだよね。B: そうだね、彼の家はすごく豪華だから。,A: 那个人看起来真的很有钱呢。B: 是啊，他家非常豪华。
676,金,2. 貨幣、お金,2.货币，钱,A: 今日のお昼は何が食べたい？B: お金がないから、コンビニでサンドイッチを買うしかないね。,A: 中午想吃什么？B: 没钱了，只能在便利店买三明治。
677,金,3. 金色,3. 金色,A: 彼女は金髪だよね。B: そうだよ、金色の髪がとてもきれいだよ。,A: 她是金色头发吧。B: 是的，金色的头发非常漂亮。
678,金持ち,1. お金持ち、裕福な人,1. 富人、有钱人,A: あの人、いつも高級なものばかり買っているね。B: そうだね、あの人は金持ちだから。,A: 那个人总是买高级货。B: 是啊，那个人很有钱。
679,金持ち,2. 金持ちになる、裕福になる,2.成为富人、变得有钱,A: 最近、あの会社の株価が急騰しているね。B: そうだね、株を持っている人は金持ちになったかも。,A: 最近，那个公司的股价暴涨。B: 是啊，持有股票的人可能变得富有起来了。
680,鉛筆,1. 黒鉛などを芯にして、木やプラスチックなどで作った筆記具。鉛筆芯には様々な硬度があり、紙に描いたり書いたりする。,1. 一种用石墨等作为笔芯，木材或塑料制作的书写工具。铅笔芯有不同的硬度，可用于绘画和书写。,A: 昨日の授業のメモ、鉛筆で書いた？B: うん、そうだよ。,A: 昨天上课的笔记，是用铅笔写的吗？B: 是的，没错。
681,鉛筆,1. 黒鉛などを芯にして、木やプラスチックなどで作った筆記具。鉛筆芯には様々な硬度があり、紙に描いたり書いたりする。,1. 一种用石墨等作为笔芯，木材或塑料制作的书写工具。铅笔芯有不同的硬度，可用于绘画和书写。,A: 鉛筆貸してよ。B: あ、これどうぞ。A: ありがとう。,A: 借我一支铅笔吧。B: 哦，拿去吧。A: 谢谢。
682,鏡,1. 自分の姿を映す平面または曲面の板ガラスや金属などの物体,1.能反映出人的形象的平面或曲面的玻璃、金属等物体,A: 鏡で髪をとかないでよ。B: ごめん、すぐやめるから。,A: 不要在镜子前梳头。B: 对不起，我马上停下来。
683,鏡,2. 物事を映し出すもの、反映するもの,2.反映事物的物品,A: その作品は当時の時代背景をよく鏡写ししている。B: そうだね、歴史的な価値があるね。,A: 这部作品很好地反映了当时的时代背景。B: 是的，它具有历史价值。
684,開く,1. 何かが閉じていた状態から広がる、空く,1. 打开，展开,A: ドアを開けて。B: はい、どうぞ。,A: 把门打开。B: 好的，请进。
685,開く,2. イベントなどが始まる,2. 开始（活动，事件等）,A: 明日のコンサート、何時から開くの？B: 18時からだよ。,A: 明天的音乐会几点开始？B: 从6点开始。
686,開く,3. 何かを開いて覗く,3. 打开并看,A: この手紙、開けて読んでみて。B: あ、なんかすごく悲しい内容だね。,A: 打开这封信看看。B: 噢，内容好悲伤啊。
687,開ける,1. 閉じているものを外側から中へ向けて動かして、内部を露出すること,1.打开紧闭的物体，从外向内移动，使内部暴露出来,A: あの窓を開けてもいいですか？B: ええ、どうぞ。,A: 那个窗户可以打开吗？B: 当然，请随意。
688,開ける,2. 瓶や缶などの蓋を外す,2. 打开瓶子或罐子的盖子,A: このジャムの瓶を開けてください。B: はい、開けます。,A: 请帮我打开这个果酱瓶。B: 好的，我会打开的。
689,開ける,3. 始める、開始する,3. 开始、开始,A: 今日の会議を開けましょう。B: はい、では始めます。,A: 我们开始今天的会议吧。B: 好的，那么我们开始吧。
690,開ける,4. 通行できるようにする,4. 使道路等通行,A: このドア、開けてもらえますか？B: はい、今すぐ開けます。,A: 可以请你把这扇门打开吗？B: 当然，我现在就打开。
691,間,1. 時間の区切り、時間的な隔たり,1.时间的分割，时间间隔,A: 3時から5時の間、私はアルバイトをしています。B: 忙しいね。,A: 从三点到五点之间，我在打工。B: 真忙啊。
692,間,1. 時間の区切り、時間的な隔たり,1.时间的分割，时间间隔,A: 会議の間に、私は資料をコピーします。B: いいよ、ありがとう。,A: 会议期间我会复印资料。B: 好的，谢谢。
693,間,2. 2つのものの間の距離や空間的な隔たり,2.两个物体之间的距离或空间间隔,A: 彼女は2つの建物の間を歩いていた。B: どんな建物だったの？,A: 她正走在两座建筑物之间。B: 两座建筑物是什么样的？
694,間,2. 2つのものの間の距離や空間的な隔たり,2.两个物体之间的距离或空间间隔,A: 椅子と机の間に本を置いてください。B: はい、わかりました。,A: 在椅子和桌子之间放本书。B: 好的，知道了。
695,間,3. ある範囲の中の空間、場所,3.某个范围内的空间或地点,A: ランチはどこで食べるの？B: このビルの2階にあるレストランで食べようと思っているんだ。A: いいね、私もその間で食べようかな。,A: 午餐要在哪里吃？B: 我想在这栋楼的二楼的餐厅吃。A: 好啊，我也想在那个地方吃。
696,間,4. 2つのものの関係、繋がり,4.两个物体之间的关系、联系,A: 彼女と彼の間には、何があったの？B: よくわからないけど、何か問題があったみたい。,A: 她和他之间发生了什么事情？B: 我不太清楚，似乎有一些问题。
697,降りる,1. 乗り物・高い場所から下りる,1. 从交通工具或高处下来,A: 次の駅で降りますか？B: はい、そうです。,A: 下一站下车吗？B: 是的，是这样。
698,降りる,2. 数量・程度などが下がる,2. 数量、程度等下降,A: 最近暑くないですか？B: そうだね、気温がだんだん降りてきてるよ。,A: 最近不热吗？B: 是啊，气温正在逐渐下降。
699,階,1. 建物や船などの上下に区切られた段落、階段によってつながれている水平面,1. 用楼梯相连的建筑物或船舶内上下区分的水平面,A: あの建物は何階建てですか？B: 10階建てです。,A: 那座建筑有多少层？B: 有10层。
700,階,1. 建物や船などの上下に区切られた段落、階段によってつながれている水平面,1. 用楼梯相连的建筑物或船舶内上下区分的水平面,A: 今日は6階の会議室で会議があります。B: 了解しました。,A: 今天会议在六楼的会议室举行。B: 我知道了。
701,階,2. 職位、位、級、等級などの段階,2. 职位、位、级别、等级等的阶段,A: あの人はどの階にいるんですか？B: 課長の階にいます。,A: 那个人在哪个职位上？B: 他在科长的职位上。
702,階,2. 職位、位、級、等級などの段階,2. 职位、位、级别、等级等的阶段,A: 彼はこの会社で一番上の階にいる。B: そうですね、社長ですから。,A: 他在这家公司里位于最高层。B: 是啊，他是总经理。
703,階段,1. 建物内、外などに設けられた階を昇降するための段の列。また、その段の一つ。,1. 在建筑物内、外等设置的为了上下楼而设立的阶梯的一行，或者其中的一步。,A: このビルの階段は急だから、気をつけなきゃいけないよ。B: そうだね、転びそうになるから。,A: 这栋楼的楼梯很陡，要小心点。B: 是啊，容易摔倒。
704,階段,1. 建物内、外などに設けられた階を昇降するための段の列。また、その段の一つ。,1. 在建筑物内、外等设置的为了上下楼而设立的阶梯的一行，或者其中的一步。,A: エレベーターが壊れているから、階段を使って7階に行かなくちゃいけないよ。B: そうだね、ちょっとつらいけど、健康的だよね。,A: 电梯坏了，我们只能走楼梯去七楼了。B: 是啊，虽然有点累，但是有益健康。
705,階段,2. 程度、段階の段階,2. 程度、阶段的层次,A: この問題は難易度が高いね。B: そうだね、私たちの日本語能力の階段を上げるための問題だと思うよ。,A: 这个问题很难呢。B: 是啊，我认为这是为了提高我们的日语能力而设计的问题，是上升我们能力阶梯的问题。
